ItemNo,GroupNo,ShelfNo
P0823,61,44
P0420,61,74
P1422,61,173
P1245,61,184
P0909,61,161
P0944,61,59
P1827,61,133
P1009,61,182
P1789,61,136
P0118,61,104
P0714,61,187
P1595,61,91
P1607,61,152
P1823,61,80
P0814,61,22
P0499,61,95
P0123,61,36
P0433,61,40
P1657,61,73
P0548,61,154
P0379,61,98
P1174,61,159
P1018,61,118
P0395,61,34
P0068,61,20
P0972,61,24
P0486,61,60
P1404,61,27
P1012,61,191
P1199,61,10
P0496,61,101
P0337,61,81
P1182,61,115
P1243,61,183
P0927,61,194
P0815,61,31
P0305,61,4
P1019,61,162
P0656,61,52
P1273,61,137
P1059,61,103
P0747,61,151
P1227,61,102
P0500,61,97
P1334,61,139
P0275,61,196
P1711,61,65
P0211,61,5
P0344,61,82
P0707,61,158
P0142,61,164
P0286,61,61
P0399,61,106
P0202,61,9
P0140,61,12
P0281,61,175
P1530,61,185
P0070,61,166
P1867,61,167
P1480,61,146
P1834,61,39
P1202,62,129
P0421,62,195
P0943,62,4
P0158,62,57
P1280,62,89
P0006,62,87
P0106,62,31
P1776,62,50
P0049,62,170
P1097,62,60
P1090,62,99
P1686,62,159
P0982,62,19
P0825,62,140
P1431,62,175
P1023,62,56
P0239,62,92
P1426,62,63
P1811,62,130
P0570,62,161
P0067,62,127
P0531,62,34
P0819,62,13
P1133,62,102
P0065,62,148
P1558,62,184
P0007,62,146
P1795,62,61
P0715,62,27
P0671,62,104
P0555,62,180
P0799,62,105
P0834,62,32
P1858,62,169
P0536,62,65
P1253,62,165
P1051,62,35
P0883,62,116
P0329,62,25
P0107,62,131
P1744,62,22
P0856,62,71
P1050,62,147
P0880,62,5
P0347,62,190
P1839,62,174
P0608,62,111
P0911,62,46
P1730,62,196
P0298,62,80
P1077,62,167
P0958,62,157
P0014,62,149
P0373,62,30
P1436,62,110
P0430,62,16
P1641,62,166
P0853,62,79
P1675,62,137
P0209,62,128
P1427,62,70
P0588,62,118
P0962,62,123
P1531,62,143
P0156,62,59
P0104,62,158
P1044,62,197
P1247,62,155
P1718,62,72
P0810,62,41
P0989,62,86
P0948,62,126
P1559,62,109
P0425,62,191
P1941,62,142
P0114,62,144
P1830,62,62
P1380,62,96
P1320,62,141
P0455,62,69
P1453,62,132
P0215,62,153
P1175,62,181
P1841,62,176
P1319,62,67
P1269,62,134
P1650,62,55
P0772,62,12
P1687,62,42
P1417,62,66
P0321,62,53
P1276,62,29
P1848,62,49
P0191,62,119
P0292,62,192
P0488,62,76
P1034,62,18
P1327,62,160
P1353,62,183
P0359,62,1
P0148,62,112
P1279,62,26
P0447,62,51
P0805,62,68
P1207,62,75
P0708,62,52
P1100,62,44
P0115,62,179
P1824,62,107
P1072,62,15
P1244,62,152
P0822,62,108
P0613,62,145
P0852,62,106
P0155,62,81
P0710,62,3
P0740,62,139
P0922,62,21
P0924,62,43
P0711,62,33
P1219,62,173
P0141,62,28
P1940,62,122
P1169,62,178
P0959,62,94
P0920,62,6
P1116,62,88
P0906,62,101
P0762,62,186
P0427,62,45
P0583,62,151
P0780,62,11
P1020,62,187
P1218,62,164
P1784,62,97
P1556,62,38
P0414,62,17
P1255,62,91
P1362,62,47
P1257,62,84
P1213,62,162
P0667,62,103
P1300,62,78
P1570,62,85
P0606,62,114
P0904,62,54
P1245,62,20
P1385,62,135
P1201,62,93
P0154,62,156
P0909,62,189
P0858,62,163
P1197,62,58
P0464,62,23
P0280,62,95
P0905,62,90
P0714,62,9
P1793,62,199
P1254,62,168
P1823,62,113
P1289,62,154
P0266,62,150
P0068,62,125
P0938,62,136
P0615,62,74
P0854,62,182
P1314,62,37
P0307,62,77
P1756,62,98
P0357,62,8
P1132,62,48
P1211,62,82
P0496,62,194
P0872,62,73
P0612,62,7
P0374,62,138
P1182,62,115
P1332,62,124
P0927,62,133
P0815,62,2
P0004,62,177
P0725,62,200
P1094,62,40
P0656,62,172
P0709,62,10
P1689,62,83
P0275,62,171
P1488,62,117
P0211,62,120
P0707,62,121
P0511,62,14
P0140,62,24
P1156,62,198
P0281,62,36
P0576,62,193
P0062,62,185
P0415,62,64
P1778,62,100
P1058,62,188
P1249,62,39
P1779,63,142
P0928,63,85
P1791,63,143
P1079,63,131
P0771,63,75
P0424,63,195
P0106,63,41
P1016,63,165
P1349,63,159
P1097,63,114
P0049,63,104
P1763,63,32
P1206,63,198
P1686,63,181
P0170,63,16
P0717,63,47
P1790,63,184
P0564,63,65
P1162,63,24
P0513,63,42
P1091,63,72
P1811,63,126
P1435,63,13
P0570,63,190
P0531,63,93
P1448,63,63
P0660,63,82
P1795,63,8
P0394,63,38
P0629,63,166
P1542,63,94
P0799,63,40
P0926,63,119
P0816,63,182
P0507,63,84
P1055,63,44
P0840,63,90
P1253,63,124
P1794,63,58
P1456,63,20
P0069,63,154
P1543,63,55
P0856,63,120
P0491,63,87
P1026,63,4
P1839,63,163
P0713,63,149
P0608,63,48
P1732,63,179
P0178,63,71
P0348,63,157
P1027,63,46
P1326,63,36
P1464,63,180
P0630,63,176
P0756,63,151
P1250,63,64
P0014,63,60
P0847,63,95
P0473,63,22
P0768,63,11
P0384,63,27
P0853,63,164
P1785,63,189
P0450,63,6
P1008,63,96
P0362,63,173
P0355,63,103
P0313,63,1
P1835,63,5
P1472,63,185
P0484,63,83
P0591,63,37
P1365,63,91
P1639,63,88
P0973,63,117
P0703,63,136
P0389,63,19
P0989,63,162
P1335,63,67
P0611,63,61
P0948,63,123
P0865,63,153
P1052,63,69
P0910,63,110
P1320,63,7
P1608,63,59
P1328,63,56
P0197,63,30
P1375,63,109
P0181,63,21
P1841,63,53
P0661,63,177
P1147,63,139
P1628,63,118
P1258,63,102
P1844,63,12
P0117,63,74
P0292,63,133
P0438,63,14
P0502,63,107
P0175,63,132
P0820,63,51
P1013,63,169
P1534,63,17
P0708,63,15
P0105,63,121
P1577,63,108
P1425,63,62
P0115,63,66
P0120,63,2
P0613,63,29
P1589,63,9
P0566,63,68
P1154,63,135
P0740,63,187
P0680,63,101
P0361,63,134
P0711,63,145
P0055,63,92
P0255,63,174
P1656,63,122
P1372,63,10
P1940,63,116
P0789,63,31
P1001,63,111
P1610,63,197
P0974,63,18
P0309,63,192
P0173,63,155
P0314,63,183
P0737,63,147
P0371,63,141
P0538,63,106
P1357,63,191
P0542,63,97
P1014,63,170
P0296,63,113
P0881,63,73
P0833,63,86
P0980,63,186
P1695,63,129
P1570,63,167
P1337,63,45
P1316,63,77
P1422,63,152
P1252,63,25
P0909,63,70
P0210,63,200
P1291,63,98
P0464,63,43
P0343,63,194
P0714,63,146
P1047,63,112
P0634,63,33
P1595,63,81
P1823,63,144
P0814,63,80
P1179,63,99
P1366,63,100
P1088,63,23
P0532,63,89
P0610,63,49
P0123,63,34
P1015,63,171
P0379,63,39
P1596,63,115
P1657,63,52
P0068,63,26
P1278,63,79
P0097,63,196
P0854,63,175
P1314,63,193
P0319,63,199
P1012,63,137
P0807,63,158
P0337,63,161
P1654,63,188
P0374,63,3
P1024,63,138
P0744,63,127
P0743,63,140
P0305,63,105
P1019,63,168
P0163,63,148
P0797,63,28
P0808,63,54
P1571,63,128
P0707,63,172
P1424,63,156
P1053,63,76
P1156,63,130
P1712,63,35
P1381,63,160
P0415,63,50
P0882,63,125
P0798,63,150
P0739,63,57
P0050,63,178
P1834,63,78
P1779,64,41
P0285,64,11
P1791,64,48
P0943,64,146
P1629,64,68
P1079,64,30
P1382,64,141
P0803,64,17
P1203,64,29
P0106,64,157
P1524,64,138
P1097,64,145
P0165,64,26
P1731,64,120
P0963,64,147
P1431,64,78
P0509,64,53
P0179,64,200
P0570,64,160
P0531,64,36
P0297,64,43
P1467,64,111
P1795,64,180
P1710,64,33
P1022,64,194
P0469,64,28
P1183,64,158
P1363,64,65
P1769,64,60
P0834,64,91
P0536,64,156
P1837,64,85
P1253,64,14
P1140,64,169
P0069,64,47
P0832,64,148
P0856,64,75
P1399,64,182
P0539,64,94
P0849,64,93
P1839,64,152
P0911,64,82
P0248,64,49
P1277,64,96
P1330,64,181
P1638,64,123
P0630,64,144
P0036,64,61
P0981,64,77
P1423,64,151
P0430,64,31
P1512,64,110
P0429,64,2
P0936,64,188
P0567,64,71
P1008,64,153
P1468,64,101
P1856,64,174
P0497,64,155
P1528,64,109
P0355,64,133
P0827,64,90
P0962,64,54
P0404,64,3
P0677,64,135
P1639,64,15
P0463,64,34
P0973,64,37
P1861,64,10
P0565,64,40
P0989,64,118
P1335,64,80
P1618,64,19
P0617,64,150
P0703,64,162
P0639,64,195
P1376,64,134
P1122,64,124
P0736,64,8
P0417,64,73
P1608,64,193
P1453,64,164
P1319,64,39
P0983,64,79
P0753,64,63
P1417,64,104
P1687,64,121
P1465,64,107
P0008,64,131
P1190,64,72
P0514,64,136
P1216,64,38
P0568,64,172
P0783,64,129
P0191,64,112
P1239,64,161
P0563,64,16
P1768,64,52
P1034,64,69
P1636,64,27
P1609,64,20
P1425,64,177
P0967,64,57
P1117,64,132
P0257,64,167
P1589,64,143
P1384,64,149
P0746,64,199
P0922,64,70
P0203,64,25
P0711,64,115
P1144,64,7
P1368,64,116
P1351,64,126
P1940,64,66
P1275,64,191
P0920,64,119
P1131,64,45
P1810,64,127
P0851,64,178
P0322,64,67
P0556,64,51
P0145,64,83
P0367,64,50
P0449,64,196
P0994,64,5
P0737,64,114
P0371,64,87
P0574,64,23
P1645,64,74
P1255,64,165
P1479,64,9
P0124,64,59
P0515,64,6
P1257,64,102
P1096,64,122
P1750,64,58
P0061,64,170
P0773,64,186
P0454,64,192
P0909,64,4
P0944,64,18
P1827,64,89
P1466,64,97
P0643,64,128
P1321,64,154
P1009,64,117
P0646,64,190
P1595,64,21
P1251,64,175
P1254,64,1
P1823,64,139
P1366,64,179
P0908,64,22
P0863,64,32
P1606,64,159
P0929,64,197
P0532,64,56
P0610,64,98
P0125,64,88
P1633,64,62
P0779,64,176
P0938,64,184
P0615,64,84
P0095,64,198
P1314,64,189
P1343,64,166
P1404,64,173
P0357,64,46
P1520,64,142
P0318,64,42
P0807,64,76
P0612,64,64
P1654,64,95
P1510,64,103
P0744,64,13
P1757,64,55
P1143,64,24
P1496,64,168
P0927,64,140
P0815,64,171
P1490,64,106
P0955,64,183
P0302,64,81
P0363,64,185
P0589,64,163
P0707,64,125
P0777,64,113
P1722,64,99
P1483,64,108
P1395,64,86
P1838,64,92
P1156,64,35
P1373,64,12
P1530,64,105
P1138,64,137
P0798,64,130
P1480,64,100
P1249,64,44
P1834,64,187
P0421,65,121
P1678,65,174
P1552,65,138
P0879,65,35
P1840,65,153
P1885,65,74
P1123,65,94
P1113,65,42
P0771,65,51
P1553,65,60
P0984,65,179
P1400,65,31
P1097,65,41
P1206,65,4
P1555,65,192
P0982,65,191
P1682,65,161
P1403,65,85
P0963,65,128
P0516,65,44
P0060,65,59
P0411,65,49
P0179,65,95
P1801,65,177
P0067,65,72
P1565,65,20
P1637,65,29
P1605,65,185
P0065,65,84
P1795,65,126
P1281,65,188
P0761,65,107
P1766,65,71
P0555,65,86
P0816,65,183
P1363,65,97
P0259,65,26
P1741,65,30
P1794,65,150
P0673,65,110
P0069,65,108
P0052,65,113
P0388,65,148
P0832,65,8
P0856,65,22
P1901,65,127
P1050,65,37
P0880,65,19
P0849,65,133
P1839,65,162
P0824,65,70
P0174,65,54
P0498,65,57
P0719,65,159
P0587,65,25
P0178,65,93
P0019,65,158
P1277,65,32
P0953,65,67
P0630,65,181
P0958,65,184
P1250,65,79
P0446,65,91
P0014,65,173
P1594,65,196
P0429,65,16
P0456,65,66
P1171,65,82
P0038,65,101
P0450,65,152
P1060,65,40
P0362,65,142
P1681,65,96
P1672,65,7
P0665,65,165
P1178,65,189
P1193,65,139
P0156,65,172
P0139,65,83
P1429,65,77
P1364,65,63
P0463,65,140
P0299,65,180
P0565,65,163
P0389,65,143
P0617,65,17
P0989,65,73
P1622,65,123
P1335,65,125
P0212,65,88
P0703,65,168
P0553,65,131
P1122,65,105
P0417,65,81
P1569,65,52
P0865,65,115
P1311,65,199
P0917,65,171
P1374,65,170
P0197,65,134
P1375,65,122
P1807,65,34
P1417,65,144
P0008,65,137
P1783,65,1
P1648,65,69
P1190,65,198
P0001,65,175
P1857,65,5
P1353,65,64
P0250,65,98
P1100,65,111
P1616,65,178
P1336,65,114
P1057,65,27
P0257,65,43
P1384,65,106
P0566,65,58
P0291,65,116
P1219,65,160
P1368,65,124
P1170,65,65
P0167,65,149
P1351,65,38
P0141,65,167
P1940,65,164
P0143,65,190
P0906,65,103
P0443,65,195
P1288,65,53
P0145,65,104
P0449,65,187
P0453,65,176
P1020,65,47
P0538,65,68
P1645,65,23
P1255,65,33
P0296,65,3
P0980,65,194
P1213,65,61
P0823,65,50
P1337,65,156
P1316,65,99
P1185,65,129
P1201,65,145
P1486,65,182
P0643,65,39
P1621,65,112
P0377,65,151
P1878,65,169
P0464,65,197
P1595,65,102
P0795,65,147
P1398,65,21
P0714,65,89
P1823,65,109
P0552,65,36
P1366,65,87
P1660,65,78
P0901,65,28
P0204,65,146
P1272,65,2
P0486,65,56
P0379,65,90
P1802,65,132
P0621,65,135
P1102,65,62
P1404,65,120
P0807,65,15
P0318,65,118
P0337,65,18
P1428,65,155
P1331,65,76
P1332,65,6
P0745,65,14
P1642,65,130
P1194,65,48
P0305,65,10
P0302,65,11
P0163,65,157
P1059,65,46
P1227,65,13
P0540,65,92
P1818,65,9
P1334,65,119
P0024,65,141
P0415,65,45
P0707,65,100
P1483,65,55
P0276,65,80
P1712,65,117
P1373,65,136
P1074,65,193
P0062,65,166
P1530,65,24
P0882,65,12
P1867,65,154
P0436,65,75
P0050,65,186
P0879,66,162
P1885,66,172
P1280,66,163
P1123,66,117
P0106,66,67
P1776,66,73
P1016,66,45
P1097,66,57
P1206,66,152
P0165,66,18
P0049,66,197
P1004,66,138
P1686,66,109
P0002,66,59
P0151,66,66
P1184,66,46
P0297,66,58
P0819,66,8
P1603,66,100
P1605,66,77
P0065,66,169
P1212,66,25
P1795,66,16
P0761,66,47
P1281,66,90
P0799,66,51
P1542,66,114
P0926,66,27
P1363,66,133
P1741,66,151
P0507,66,94
P1769,66,112
P1837,66,76
P1140,66,196
P0555,66,68
P1359,66,188
P1050,66,126
P0849,66,150
P0539,66,33
P1839,66,116
P0713,66,115
P0911,66,124
P0498,66,189
P1077,66,156
P1087,66,15
P1611,66,62
P0014,66,195
P1423,66,106
P1130,66,182
P0430,66,78
P1594,66,184
P0031,66,194
P0936,66,39
P0742,66,89
P1008,66,83
P0362,66,10
P0952,66,166
P1856,66,84
P0588,66,147
P1217,66,121
P1011,66,99
P0404,66,120
P0104,66,74
P1584,66,3
P1429,66,171
P1247,66,140
P0810,66,177
P0565,66,149
P0440,66,40
P0617,66,127
P0973,66,4
P0964,66,193
P0639,66,75
P1376,66,61
P1122,66,97
P0861,66,54
P0949,66,88
P1052,66,190
P1640,66,157
P0418,66,164
P1608,66,95
P1320,66,123
P1103,66,32
P1328,66,173
P0525,66,183
P1319,66,141
P0181,66,143
P1195,66,107
P0885,66,180
P0393,66,159
P1035,66,65
P1147,66,176
P0804,66,191
P1685,66,29
P0800,66,70
P1648,66,13
P0568,66,5
P0563,66,79
P1034,66,34
P1261,66,128
P1609,66,198
P1327,66,80
P1279,66,181
P0805,66,161
P0708,66,19
P0105,66,14
P1425,66,174
P0397,66,105
P1871,66,132
P1248,66,142
P1824,66,185
P1384,66,110
P0680,66,41
P0922,66,131
P0711,66,63
P1406,66,119
P0255,66,165
P0954,66,48
P1036,66,53
P1656,66,144
P0146,66,26
P1940,66,52
P1275,66,122
P0143,66,42
P0789,66,154
P0851,66,168
P0755,66,64
P0556,66,111
P0583,66,179
P1192,66,12
P0272,66,146
P1020,66,44
P0574,66,20
P0372,66,145
P1255,66,136
P0020,66,49
P1096,66,167
P0124,66,93
P0769,66,2
P0606,66,153
P0593,66,160
P1635,66,98
P0428,66,175
P0909,66,1
P0437,66,178
P0705,66,31
P1321,66,135
P1009,66,81
P1789,66,130
P0017,66,192
P0850,66,50
P0050,66,23
P1099,66,22
P1800,66,36
P1179,66,91
P0152,66,7
P0379,66,87
P1015,66,38
P0125,66,28
P0548,66,6
P1272,66,103
P0097,66,104
P1415,66,108
P1102,66,11
P1012,66,72
P0354,66,158
P0244,66,148
P1039,66,86
P0240,66,17
P1243,66,60
P1642,66,9
P0273,66,134
P1490,66,35
P0305,66,24
P0004,66,30
P0669,66,92
P0302,66,21
P1037,66,56
P1221,66,125
P0163,66,118
P1019,66,155
P1273,66,113
P1334,66,101
P1513,66,96
P0295,66,199
P1711,66,71
P0581,66,200
P0589,66,137
P0707,66,37
P1010,66,69
P1395,66,102
P1156,66,43
P1264,66,129
P0544,66,55
P1089,66,186
P1660,66,170
P1043,66,82
P0882,66,85
P1249,66,139
P1834,66,187
P1791,67,185
P0879,67,70
P0380,67,94
P0106,67,10
P1524,67,2
P1016,67,137
P1763,67,54
P0049,67,63
P0381,67,146
P1686,67,52
P1256,67,89
P0717,67,50
P0516,67,74
P0009,67,127
P0411,67,21
P1091,67,72
P0179,67,93
P1138,67,182
P0761,67,108
P1733,67,178
P1668,67,193
P0555,67,104
P0674,67,91
P0926,67,118
P1799,67,179
P0259,67,172
P0536,67,31
P1858,67,90
P0282,67,199
P0069,67,40
P0681,67,75
P0856,67,110
P1050,67,174
P1286,67,62
P1172,67,25
P0398,67,111
P1839,67,5
P0824,67,80
P1054,67,22
P0911,67,115
P0298,67,175
P1277,67,180
P0178,67,51
P1027,67,7
P1817,67,14
P0756,67,27
P0802,67,16
P1250,67,141
P1105,67,44
P0738,67,64
P1130,67,101
P0391,67,196
P0936,67,26
P0937,67,28
P0742,67,173
P1675,67,79
P1856,67,152
P0232,67,41
P1672,67,171
P0827,67,24
P1011,67,128
P0962,67,60
P0404,67,153
P1574,67,169
P1478,67,200
P1364,67,150
P0810,67,83
P0703,67,170
P0352,67,99
P0639,67,30
P1376,67,86
P0425,67,163
P0417,67,17
P0865,67,61
P1052,67,77
P1374,67,87
P1320,67,184
P1269,67,191
P0181,67,42
P1319,67,192
P0983,67,58
P0772,67,32
P1650,67,109
P1786,67,84
P1687,67,116
P0008,67,73
P0800,67,57
P1685,67,149
P1465,67,158
P0605,67,160
P0925,67,187
P0340,67,134
P1358,67,177
P0339,67,117
P1628,67,142
P1276,67,53
P1216,67,3
P0488,67,131
P1034,67,125
P1353,67,39
P1356,67,176
P1425,67,6
P0269,67,106
P0397,67,23
P1248,67,188
P0342,67,194
P1117,67,37
P0566,67,45
P1274,67,76
P0922,67,164
P0924,67,138
P0055,67,155
P1219,67,190
P1406,67,159
P1325,67,13
P0235,67,81
P1940,67,95
P0035,67,78
P0920,67,120
P1131,67,151
P0906,67,8
P1001,67,59
P0556,67,56
P1249,67,189
P0427,67,71
P1020,67,145
P0757,67,198
P0372,67,135
P1357,67,96
P1825,67,85
P0833,67,139
P0124,67,148
P1096,67,102
P0769,67,119
P1434,67,114
P1245,67,11
P0909,67,129
P0944,67,67
P1827,67,69
P1621,67,156
P1321,67,183
P1197,67,34
P1318,67,181
P0130,67,133
P0969,67,98
P0714,67,154
P1287,67,144
P1823,67,55
P1366,67,33
P0532,67,65
P1308,67,123
P1015,67,105
P1272,67,130
P1633,67,157
P1174,67,19
P1802,67,43
P0615,67,107
P0097,67,132
P0624,67,49
P1314,67,186
P0426,67,113
P1012,67,121
P1199,67,126
P0345,67,161
P0496,67,92
P1654,67,100
P1446,67,124
P0166,67,122
P0927,67,147
P1490,67,167
P1167,67,29
P0305,67,166
P1525,67,4
P0302,67,103
P0441,67,47
P0363,67,36
P1059,67,136
P0747,67,20
P0500,67,165
P0752,67,18
P1432,67,97
P0549,67,143
P1571,67,88
P1703,67,195
P0275,67,35
P1689,67,46
P0211,67,168
P1339,67,68
P0707,67,48
P1373,67,197
P1381,67,38
P1263,67,15
P0338,67,112
P0415,67,12
P1778,67,9
P1365,67,82
P0988,67,66
P1523,67,1
P1058,67,162
P0050,67,140
P0879,68,149
P0943,68,142
P1280,68,85
P1382,68,19
P1788,68,8
P1113,68,69
P1079,68,200
P0550,68,138
P1056,68,93
P1203,68,92
P0106,68,82
P1315,68,35
P1097,68,192
P0165,68,199
P1112,68,154
P1700,68,148
P0434,68,136
P0411,68,105
P1344,68,193
P1091,68,187
P0067,68,3
P1699,68,156
P0531,68,169
P0365,68,24
P0817,68,190
P1313,68,118
P0065,68,76
P1281,68,80
P1282,68,100
P1157,68,159
P1363,68,66
P1055,68,162
P0840,68,36
P1253,68,131
P1794,68,32
P1187,68,102
P1352,68,141
P0856,68,137
P0364,68,150
P0880,68,106
P0849,68,40
P1286,68,147
P0194,68,186
P0713,68,55
P1054,68,81
P0875,68,38
P0911,68,185
P1277,68,10
P1267,68,116
P0981,68,197
P1833,68,53
P1105,68,166
P0701,68,34
P1124,68,126
P0312,68,160
P0765,68,68
P1155,68,26
P0764,68,74
P0936,68,181
P0853,68,27
P0945,68,71
P0362,68,1
P0209,68,83
P1317,68,168
P1011,68,172
P0962,68,7
P0404,68,47
P0950,68,124
P1189,68,99
P1346,68,171
P0878,68,72
P1242,68,77
P1044,68,189
P0728,68,29
P1728,68,18
P1361,68,12
P1017,68,48
P0684,68,65
P0948,68,110
P1176,68,153
P0949,68,56
P1374,68,178
P0910,68,173
P1235,68,123
P1310,68,96
P1045,68,177
P0791,68,79
P0842,68,75
P0888,68,155
P1685,68,95
P0640,68,119
P0412,68,158
P1276,68,16
P0788,68,97
P1312,68,22
P0076,68,60
P0191,68,165
P0675,68,14
P0189,68,15
P1327,68,5
P1609,68,2
P0941,68,111
P1224,68,144
P1356,68,103
P0708,68,132
P0947,68,87
P1100,68,134
P1248,68,167
P0852,68,86
P1111,68,146
P1214,68,125
P1384,68,21
P1271,68,143
P1708,68,78
P0063,68,62
P1154,68,145
P0710,68,45
P0740,68,9
P0922,68,184
P0078,68,43
P0077,68,73
P1351,68,89
P0167,68,194
P0141,68,198
P1940,68,11
P0053,68,64
P0920,68,195
P0790,68,163
P0874,68,117
P1223,68,94
P1288,68,107
P1266,68,50
P1591,68,188
P0251,68,109
P0757,68,112
P1020,68,57
P1046,68,180
P0414,68,84
P1645,68,49
P1255,68,174
P0881,68,51
P1354,68,44
P1362,68,91
P1257,68,152
P1213,68,31
P1096,68,164
P0769,68,98
P0678,68,13
P1316,68,120
P0252,68,101
P1201,68,114
P0944,68,4
P0457,68,42
P1251,68,52
P1099,68,196
P1254,68,25
P1588,68,170
P0785,68,59
P1006,68,30
P1308,68,63
P1657,68,17
P0548,68,20
P0379,68,61
P1018,68,128
P0311,68,46
P0938,68,191
P0097,68,139
P0854,68,151
P1343,68,176
P0307,68,129
P1102,68,70
P1740,68,41
P1314,68,179
P1709,68,161
P1199,68,108
P0374,68,135
P1331,68,6
P1757,68,39
P1233,68,67
P0305,68,23
P0302,68,28
P0709,68,54
P1302,68,33
P0857,68,157
P1571,68,113
P1409,68,127
P1711,68,140
P1231,68,104
P1488,68,175
P0211,68,90
P0707,68,133
P0399,68,58
P0787,68,122
P0044,68,182
P1264,68,88
P1263,68,115
P0415,68,121
P0798,68,37
P1090,68,183
P1834,68,130
